id,question,start_date,end_date,volume,liquidity,outcomes_summary,closed
544928,"Will the NYC Mayoral Democratic Primary be decided in round 3?",2025-05-16T14:44:38.242185Z,2025-06-24T12:00:00Z,905259.154583,13113.99877,"Yes: 99.6% | No: 0.4%",false
552031,"Andrew Cuomo gets the most first-choice votes in the 2025 New York City Mayoral Democratic Primary?",2025-06-13T18:39:23.823007Z,2025-06-24T00:00:00Z,878154.502952,107475.21201,"Yes: 0.1% | No: 100.0%",false
549329,"Will the Starship for SpaceX Starship Flight Test 10 achieve a successful splashdown?",2025-06-02T21:33:06.76Z,2025-06-30T00:00:00Z,79933.303046,1418.9833,"Yes: 49.0% | No: 51.0%",false
552032,"Brad Lander gets the most first-choice votes in the 2025 New York City Mayoral Democratic Primary?",2025-06-13T18:39:23.316479Z,2025-06-24T00:00:00Z,72680.911,13678.26184,"Yes: 0.1% | No: 100.0%",false
544942,"Will Andrew Cuomo’s RCV margin of victory be between 10% and 15%?",2025-05-16T14:44:52.999438Z,2025-06-24T12:00:00Z,72136.575238,10285.64635,"Yes: 0.1% | No: 99.9%",false
549328,"Will SpaceX Starship Flight Test 10 Superheavy explode?",2025-06-02T21:33:07.016Z,2025-06-30T00:00:00Z,71466.269296,1586.0474,"Yes: 36.0% | No: 64.0%",false
552480,"Iran nuclear test in 2025?",2025-06-15T00:30:18.367Z,2025-06-30T23:55:00Z,68068.513754,14751.01,"Yes: 7.5% | No: 92.5%",false
552052,"Will Zohran Mamdani’s RCV margin of victory be between 0% and 3% in the New York City Mayoral Democratic Primary?",2025-06-12T22:55:13.397418Z,2025-06-24T00:00:00Z,67057.068189,9965.56169,"Yes: 0.1% | No: 100.0%",false
552029,"Selma Bartholomew gets the most first-choice votes in the 2025 New York City Mayoral Democratic Primary?",2025-06-13T18:39:17.550257Z,2025-06-24T00:00:00Z,64319.194868,29463.77536,"Yes: 0.1% | No: 100.0%",false
552028,"Adrienne Adams gets the most first-choice votes in the 2025 New York City Mayoral Democratic Primary?",2025-06-13T18:39:17.296355Z,2025-06-24T00:00:00Z,63860.2,21951.599,"Yes: 0.1% | No: 100.0%",false
544943,"Will Andrew Cuomo’s RCV margin of victory be between 15% and 20%?",2025-05-16T14:44:59.339229Z,2025-06-24T12:00:00Z,62877.022792,8807.96707,"Yes: 0.2% | No: 99.8%",false
544941,"Will Andrew Cuomo’s RCV margin of victory be between 5% and 10%?",2025-05-16T14:44:52.023675Z,2025-06-24T12:00:00Z,62860.349515,10238.01427,"Yes: 0.1% | No: 99.9%",false
552035,"Paperboy Prince gets the most first-choice votes in the 2025 New York City Mayoral Democratic Primary?",2025-06-13T18:39:27.449017Z,2025-06-24T00:00:00Z,61790.14911,21982.19988,"Yes: 0.1% | No: 100.0%",false
552036,"Jessica Ramos gets the most first-choice votes in the 2025 New York City Mayoral Democratic Primary?",2025-06-13T18:39:26.374647Z,2025-06-24T00:00:00Z,61475.752,23182.70542,"Yes: 0.1% | No: 99.9%",false
544944,"Will Andrew Cuomo’s RCV margin of victory be between 20% and 25%?",2025-05-16T14:44:59.847014Z,2025-06-24T12:00:00Z,60576.253199,14517.66965,"Yes: 0.2% | No: 99.8%",false
549618,"Will Pump.fun perform an airdrop by July 31? ",2025-06-03T20:40:49.966Z,2025-06-30T00:00:00Z,591872.222335,9293.8059,"Yes: 35.5% | No: 64.5%",false
552030,"Michael Blake gets the most first-choice votes in the 2025 New York City Mayoral Democratic Primary?",2025-06-13T18:39:23.569824Z,2025-06-24T00:00:00Z,57590.21011,23021.08609,"Yes: 0.1% | No: 100.0%",false
552038,"Whitney Tilson gets the most first-choice votes in the 2025 New York City Mayoral Democratic Primary?",2025-06-13T18:39:32.497745Z,2025-06-24T00:00:00Z,57365.09611,48879.7241,"Yes: 0.1% | No: 100.0%",false
552049,"Will Andrew Cuomo’s RCV margin of victory be between 6% and 9% in the New York City Mayoral Democratic Primary?",2025-06-12T22:55:07.126144Z,2025-06-24T00:00:00Z,56717.820281,7964.16357,"Yes: 0.1% | No: 100.0%",false
552034,"Zellnor Myrie gets the most first-choice votes in the 2025 New York City Mayoral Democratic Primary?",2025-06-13T18:39:24.329448Z,2025-06-24T00:00:00Z,54073.11311,13881.57538,"Yes: 0.1% | No: 100.0%",false
552037,"Scott Stringer gets the most first-choice votes in the 2025 New York City Mayoral Democratic Primary?",2025-06-13T18:39:33.005212Z,2025-06-24T00:00:00Z,53302.849141,24216.28848,"Yes: 0.1% | No: 100.0%",false
552051,"Will Andrew Cuomo’s RCV margin of victory be between 0% and 3% in the New York City Mayoral Democratic Primary?",2025-06-12T22:55:13.14519Z,2025-06-24T00:00:00Z,51859.478906,13137.56283,"Yes: 0.2% | No: 99.8%",false
540472,"Will US GDP growth in Q2 2025 be greater than 2%?",2025-04-30T20:17:50.971422Z,2025-06-30T12:00:00Z,513000.675092,4694.6151,"Yes: 77.5% | No: 22.5%",false
544946,"Will Andrew Cuomo’s RCV margin of victory be greater than 30%?",2025-05-16T14:44:59.084509Z,2025-06-24T12:00:00Z,49893.575726,12165.62882,"Yes: 0.1% | No: 99.9%",false
552050,"Will Andrew Cuomo’s RCV margin of victory be between 3% and 6% in the New York City Mayoral Democratic Primary?",2025-06-12T22:55:06.873507Z,2025-06-24T00:00:00Z,49773.584043,10714.49366,"Yes: 0.1% | No: 100.0%",false
544945,"Will Andrew Cuomo’s RCV margin of victory be between 25% and 30%?",2025-05-16T14:44:59.593243Z,2025-06-24T12:00:00Z,47172.703957,15258.3357,"Yes: 0.3% | No: 99.8%",false
544927,"Will the NYC Mayoral Democratic Primary be decided in round 2?",2025-05-16T14:44:37.986571Z,2025-06-24T12:00:00Z,446559.718797,15415.70276,"Yes: 0.1% | No: 99.9%",false
552047,"First round leader wins NYC Democratic primary?",2025-06-12T22:49:33.563242Z,2025-06-24T00:00:00Z,43435.742632,14973.38586,"Yes: 100.0% | No: 0.1%",false
